id,location,quantity,unit_price,cost_per_invoice,product_name,prod_name_count,product_category,invoice_date,dow,week,yr,week_year,month,floor_month,invoice_no,stock_code,product_details,brand,brand_name,brand_category
329,California,4,4.95,19.8,Topical Pain Relieving Salve,3,Topical,2020-08-19,19,34,2020,2020-08-16,Aug,2020-08-01,563750,23126, 1 oz,Canna Care,Clean Concentrates,Flower
329,California,4,4.95,19.8,Topical Pain Relieving Salve,3,Topical,2020-06-13,13,24,2020,2020-06-07,Jun,2020-06-01,556578,23245, 1 oz,Canna Care,Clean Concentrates,Concentrates
329,California,4,0.75,3,Topical Pain Relieving Salve,3,Topical,2020-06-21,21,25,2020,2020-06-21,Jun,2020-06-01,557604,21382, 1 oz,Canna Care,Clean Concentrates,Vape Pens
329,California,4,9.95,39.8,Topical Pain Relieving Salve,3,Topical,2020-04-05,5,14,2020,2020-04-05,Apr,2020-04-01,548978,22890, 1 oz,Canna Care,Clean Concentrates,Edibles
329,California,4,2.55,10.2,Topical Pain Relieving Salve,3,Topical,2020-04-10,10,15,2020,2020-04-05,Apr,2020-04-01,549573,85150, 1 oz,Canna Care,Clean Concentrates,Medical
330,California,4,3.75,15,Topical Pain Relieving Salve,3,Topical,2020-10-18,18,42,2020,2020-10-18,Oct,2020-10-01,571677,21430, .5 oz,Canna Care,Clean Healing,Edibles
330,California,4,5.79,23.16,Topical Pain Relieving Salve,3,Topical,2020-08-30,30,35,2020,2020-08-30,Aug,2020-08-01,564758,22090, .5 oz,Canna Care,Clean Healing,Medical
866,Oregon,4,9.95,39.8,Topical Pain Relieving Salve,3,Topical,2020-03-01,1,9,2020,2020-03-01,Mar,2020-03-01,545321,22763, 4 oz,Canna Care,Karma Treats,Edibles
324,California,4,2.51,10.04,Xternal Balm,3,Topical,2020-01-05,5,1,2020,2020-01-05,Jan,2020-01-01,540255,21033, 2 oz,Better Brands,Cibadol,Concentrates
324,California,4,2.1,8.4,Xternal Balm,3,Topical,2020-11-13,13,46,2020,2020-11-08,Nov,2020-11-01,576053,22633, 2 oz,Better Brands,Cibadol,Medical
415,California,4,0.85,3.4,Xternal Balm,3,Topical,2020-10-07,7,41,2020,2020-10-04,Oct,2020-10-01,570103,22355, 4 oz,Better Brands,Derby Bakery,Edibles
923,Washington,4,9.95,39.8,Xternal Balm,3,Topical,2020-03-22,22,12,2020,2020-03-22,Mar,2020-03-01,547247,22180, 1 oz,Better Brands,Leif Goods,Edibles
923,Washington,4,2.95,11.8,Xternal Balm,3,Topical,2020-09-22,22,38,2020,2020-09-20,Sep,2020-09-01,567853,22360, 1 oz,Better Brands,Leif Goods,Medical
416,Oregon,4,3.75,15,Xternal Cream,3,Topical,2020-05-18,18,20,2020,2020-05-17,May,2020-05-01,553672,22568, 4 oz,Better Brands,Deschutes Growery,Flower
165,Colorado,4,2.1,8.4,.5g Jillybean,2,Flowers,2020-03-18,18,12,2020,2020-03-15,Mar,2020-03-01,546951,82583, Pre-roll,Chalice Farms,Bonfire Cannabis,Flower
165,Colorado,4,8.25,33,.5g Jillybean,2,Flowers,2020-09-09,9,37,2020,2020-09-06,Sep,2020-09-01,566204,21524, Pre-roll,Chalice Farms,Bonfire Cannabis,Concentrates
165,Colorado,4,3.75,15,.5g Jillybean,2,Pre-Roll,2020-03-06,6,10,2020,2020-03-01,Mar,2020-03-01,545692,22073, Pre-roll,Chalice Farms,Bonfire Cannabis,Flower
165,Colorado,4,12.75,51,.5g Jillybean,2,Pre-Roll,2020-07-29,29,31,2020,2020-07-26,Jul,2020-07-01,561798,22423, Pre-roll,Chalice Farms,Bonfire Cannabis,Concentrates
164,Washington,4,1.65,6.6,.5g Mango Kush,2,Flowers,2020-09-16,16,38,2020,2020-09-13,Sep,2020-09-01,567094,23208, Pre-roll,Chalice Farms,Bonez Grown,Flower
164,Washington,4,0.85,3.4,.5g Mango Kush,2,Pre-Roll,2020-04-18,18,16,2020,2020-04-12,Apr,2020-04-01,550493,85188A, Pre-roll,Chalice Farms,Bonez Grown,Flower
163,Washington,4,4.65,18.6,.5g Marionberry,2,Flowers,2020-01-04,4,1,2020,2019-12-29,Dec,2019-12-01,540060,84792, Pre-roll,Chalice Farms,Bombay Farms,Flower
163,Washington,4,3.95,15.8,.5g Marionberry,2,Pre-Roll,2020-01-26,26,4,2020,2020-01-26,Jan,2020-01-01,542231,22723, Pre-roll,Chalice Farms,Bombay Farms,Flower
162,Washington,4,6.75,27,.5g Mr. Nice,2,Flowers,2020-03-16,16,11,2020,2020-03-15,Mar,2020-03-01,546731,22170, Pre-roll,Chalice Farms,Bomb Bomb,Flower
162,Washington,4,1.25,5,.5g Mr. Nice,2,Pre-Roll,2020-06-10,10,24,2020,2020-06-07,Jun,2020-06-01,556408,21231, Pre-roll,Chalice Farms,Bomb Bomb,Flower
1406,Newfoundland,4,3.75,15,1:1 THC + CBD Lift Bar Bites,2,Edibles,2020-11-15,15,46,2020,2020-11-15,Nov,2020-11-01,576603,22550,NA,Native Seed Creations,Stash Club (CANADA),Vapes
1406,Newfoundland,4,4.95,19.8,1:1 THC + CBD Lift Bar Bites,2,Snack,2020-04-19,19,16,2020,2020-04-19,Apr,2020-04-01,550539,22505,NA,Native Seed Creations,Stash Club (CANADA),Vapes
1351,California,4,9.98,39.92,10mg THC Soft Gels,2,Edibles,2020-09-22,22,38,2020,2020-09-20,Sep,2020-09-01,567860,22838,NA,AbsoluteXtracts,Sierra Botanical,Flower
1351,California,4,2.49,9.96,10mg THC Soft Gels,2,Pill,2020-07-17,17,29,2020,2020-07-12,Jul,2020-07-01,560262,23163,NA,AbsoluteXtracts,Sierra Botanical,Flower
806,California,4,3.95,15.8,12 Pack Mini Premium,2,Flowers,2020-08-15,15,33,2020,2020-08-09,Aug,2020-08-01,563348,23012, Pre-roll,JJJ (Triple J),Imperial Genetics,Flower
806,California,4,2.1,8.4,12 Pack Mini Premium,2,Pre-Roll,2020-11-20,20,47,2020,2020-11-15,Nov,2020-11-01,577404,22834, Pre-roll,JJJ (Triple J),Imperial Genetics,Flower
1039,Washington,4,4.25,17,12 Pack Minis 50/50 Blend,2,Flowers,2020-08-24,24,34,2020,2020-08-23,Aug,2020-08-01,564224,84030E, Pre-roll,JJJ (Triple J),Moani Naturals,Flower
1039,Washington,4,8.95,35.8,12 Pack Minis 50/50 Blend,2,Pre-Roll,2020-08-15,15,33,2020,2020-08-09,Aug,2020-08-01,563358,82486, Pre-roll,JJJ (Triple J),Moani Naturals,Flower
1009,Colorado,4,0.83,3.32,12 Pack Minis Hybrid,2,Flowers,2020-09-27,27,39,2020,2020-09-27,Sep,2020-09-01,568567,21356, Pre-roll,JJJ (Triple J),Medical Cultivation Inc,Flower
1009,Colorado,4,4.95,19.8,12 Pack Minis Hybrid,2,Pre-Roll,2020-12-05,5,49,2020,2020-11-29,Nov,2020-11-01,580540,23357, Pre-roll,JJJ (Triple J),Medical Cultivation Inc,Flower
1011,Colorado,4,3.75,15,12 Pack Minis Indica,2,Flowers,2020-09-08,8,36,2020,2020-09-06,Sep,2020-09-01,566048,23394, Pre-roll,JJJ (Triple J),Medicated MoonShine,Edibles
1011,Colorado,4,0.29,1.16,12 Pack Minis Indica,2,Pre-Roll,2020-11-22,22,47,2020,2020-11-22,Nov,2020-11-01,578074,22578, Pre-roll,JJJ (Triple J),Medicated MoonShine,Edibles
1010,Colorado,4,2.08,8.32,12 Pack Minis Sativa,2,Flowers,2020-11-27,27,48,2020,2020-11-22,Nov,2020-11-01,579001,23158, Pre-roll,JJJ (Triple J),Medical Seeds (SPAIN),Featured
1010,Colorado,4,0.43,1.72,12 Pack Minis Sativa,2,Flowers,2020-12-09,9,50,2020,2020-12-06,Dec,2020-12-01,538071,84077, Pre-roll,JJJ (Triple J),Medical Seeds (SPAIN),Flower
1010,Colorado,4,4.15,16.6,12 Pack Minis Sativa,2,Flowers,2020-09-02,2,36,2020,2020-08-30,Aug,2020-08-01,565289,23174, Pre-roll,JJJ (Triple J),Medical Seeds (SPAIN),Concentrates
1010,Colorado,4,4.15,16.6,12 Pack Minis Sativa,2,Pre-Roll,2020-10-31,31,44,2020,2020-10-25,Oct,2020-10-01,573546,23174, Pre-roll,JJJ (Triple J),Medical Seeds (SPAIN),Featured
1010,Colorado,4,1.25,5,12 Pack Minis Sativa,2,Pre-Roll,2020-03-18,18,12,2020,2020-03-15,Mar,2020-03-01,546993,22480, Pre-roll,JJJ (Triple J),Medical Seeds (SPAIN),Flower
1010,Colorado,4,1.25,5,12 Pack Minis Sativa,2,Pre-Roll,2020-07-20,20,29,2020,2020-07-19,Jul,2020-07-01,560723,23100, Pre-roll,JJJ (Triple J),Medical Seeds (SPAIN),Concentrates
1381,California,4,3.75,15,15/1 Mellow Remedy,2,Edibles,2020-05-11,11,19,2020,2020-05-10,May,2020-05-01,552727,22550,NA,Ratio Formulas,SOL Vapes,Concentrates
1381,California,4,1.95,7.8,15/1 Mellow Remedy,2,Pill,2020-10-24,24,43,2020,2020-10-18,Oct,2020-10-01,572461,22789,NA,Ratio Formulas,SOL Vapes,Concentrates
1352,California,4,6.75,27,25mg THC Soft Gels,2,Edibles,2020-10-30,30,44,2020,2020-10-25,Oct,2020-10-01,573326,22179,NA,AbsoluteXtracts,Sierra Pacific Rising,Flower
1352,California,4,7.62,30.48,25mg THC Soft Gels,2,Edibles,2020-12-10,10,50,2020,2020-12-06,Dec,2020-12-01,538177,22619,NA,AbsoluteXtracts,Sierra Pacific Rising,Concentrates
1352,California,4,0.85,3.4,25mg THC Soft Gels,2,Pill,2020-01-12,12,2,2020,2020-01-12,Jan,2020-01-01,540992,21062,NA,AbsoluteXtracts,Sierra Pacific Rising,Flower
1352,California,4,3.75,15,25mg THC Soft Gels,2,Pill,2020-11-23,23,47,2020,2020-11-22,Nov,2020-11-01,578104,23382,NA,AbsoluteXtracts,Sierra Pacific Rising,Concentrates
1578,Colorado,4,4.13,16.52,3 Pack Blueberry Jam Herbal Tea,2,Edibles,2020-11-11,11,46,2020,2020-11-08,Nov,2020-11-01,575930,23348,NA,IncrediMeds,Uncle Buds Extracts,Concentrates
1578,Colorado,4,3.75,15,3 Pack Blueberry Jam Herbal Tea,2,Edibles,2020-09-05,5,36,2020,2020-08-30,Aug,2020-08-01,565584,23252,NA,IncrediMeds,Uncle Buds Extracts,Vape Pens
1578,Colorado,4,4.95,19.8,3 Pack Blueberry Jam Herbal Tea,2,Drink,2020-11-25,25,48,2020,2020-11-22,Nov,2020-11-01,578826,22112,NA,IncrediMeds,Uncle Buds Extracts,Concentrates
1578,Colorado,4,3.75,15,3 Pack Blueberry Jam Herbal Tea,2,Drink,2020-10-06,6,40,2020,2020-10-04,Oct,2020-10-01,569920,22619,NA,IncrediMeds,Uncle Buds Extracts,Vape Pens
893,Michigan,4,8.5,34,3 Pack Top Shelf Pre-Roll,2,Flowers,2020-10-06,6,40,2020,2020-10-04,Oct,2020-10-01,569734,21621, Pre-roll,Papa Johns,Kronic Koncoctions,Concentrates
893,Michigan,4,4.25,17,3 Pack Top Shelf Pre-Roll,2,Pre-Roll,2020-03-14,14,11,2020,2020-03-08,Mar,2020-03-01,546541,22852, Pre-roll,Papa Johns,Kronic Koncoctions,Concentrates
1539,British Columbia,4,1.25,5,3:1 High CBD Vanilla Hemp Milk,2,Edibles,2020-10-18,18,42,2020,2020-10-18,Oct,2020-10-01,571717,23330,NA,Waska,Toko (CANADA),Vapes
1539,British Columbia,4,1.65,6.6,3:1 High CBD Vanilla Hemp Milk,2,Drink,2020-11-16,16,46,2020,2020-11-15,Nov,2020-11-01,576677,23206,NA,Waska,Toko (CANADA),Vapes
1353,California,4,2.95,11.8,50mg THC Soft Gels,2,Edibles,2020-11-23,23,47,2020,2020-11-22,Nov,2020-11-01,578233,22809,NA,AbsoluteXtracts,Silicon Valley Farms,Flower
1353,California,4,0.85,3.4,50mg THC Soft Gels,2,Pill,2020-06-19,19,25,2020,2020-06-14,Jun,2020-06-01,557262,23205,NA,AbsoluteXtracts,Silicon Valley Farms,Flower
673,California,4,3.75,15,6 Pack Filtered Marijuana Cigarettes,2,Flowers,2020-01-12,12,2,2020,2020-01-12,Jan,2020-01-01,540907,20969, Pre-roll,Flicks,"GreenGo Extracts, Inc",Concentrates
673,California,4,0.42,1.68,6 Pack Filtered Marijuana Cigarettes,2,Flowers,2020-10-14,14,42,2020,2020-10-11,Oct,2020-10-01,571257,22817, Pre-roll,Flicks,"GreenGo Extracts, Inc",Vape Pens
673,California,4,4.25,17,6 Pack Filtered Marijuana Cigarettes,2,Pre-Roll,2020-10-28,28,44,2020,2020-10-25,Oct,2020-10-01,573185,22940, Pre-roll,Flicks,"GreenGo Extracts, Inc",Concentrates
673,California,4,0.55,2.2,6 Pack Filtered Marijuana Cigarettes,2,Pre-Roll,2020-09-01,1,35,2020,2020-08-30,Aug,2020-08-01,565141,21975, Pre-roll,Flicks,"GreenGo Extracts, Inc",Vape Pens
993,Colorado,4,3.75,15,ACDC,2,Flowers,2020-08-11,11,32,2020,2020-08-09,Aug,2020-08-01,563091,23252, Pre-roll,Wunder Fruit Foods,MarQaha,Edibles
993,Colorado,4,8.5,34,ACDC,2,Flowers,2020-10-19,19,42,2020,2020-10-18,Oct,2020-10-01,571745,22191, Pre-roll,Wunder Fruit Foods,MarQaha,Medical
993,Colorado,4,3.75,15,ACDC,2,Pre-Roll,2020-09-13,13,37,2020,2020-09-13,Sep,2020-09-01,566587,22750, Pre-roll,Wunder Fruit Foods,MarQaha,Edibles
993,Colorado,4,3.75,15,ACDC,2,Pre-Roll,2020-09-07,7,36,2020,2020-09-06,Sep,2020-09-01,565795,23393, Pre-roll,Wunder Fruit Foods,MarQaha,Medical
290,Michigan,4,2.08,8.32,Afgoo Cone with Bubble Hash,2,Flowers,2020-11-30,30,48,2020,2020-11-29,Nov,2020-11-01,579885,23074, Pre-roll,Ganjanesha,CBD Hemp Indica,Concentrates
290,Michigan,4,1.65,6.6,Afgoo Cone with Bubble Hash,2,Flowers,2020-10-30,30,44,2020,2020-10-25,Oct,2020-10-01,573330,23482, Pre-roll,Ganjanesha,CBD Hemp Indica,Edibles
290,Michigan,4,1.63,6.52,Afgoo Cone with Bubble Hash,2,Flowers,2020-12-01,1,48,2020,2020-11-29,Nov,2020-11-01,580115,22348, Pre-roll,Ganjanesha,CBD Hemp Indica,Medical
290,Michigan,4,1.95,7.8,Afgoo Cone with Bubble Hash,2,Pre-Roll,2020-10-04,4,40,2020,2020-10-04,Oct,2020-10-01,569470,22150, Pre-roll,Ganjanesha,CBD Hemp Indica,Concentrates
290,Michigan,4,7.95,31.8,Afgoo Cone with Bubble Hash,2,Pre-Roll,2020-08-23,23,34,2020,2020-08-23,Aug,2020-08-01,564150,48111, Pre-roll,Ganjanesha,CBD Hemp Indica,Edibles
290,Michigan,4,0.85,3.4,Afgoo Cone with Bubble Hash,2,Pre-Roll,2020-12-13,13,50,2020,2020-12-13,Dec,2020-12-01,538638,72780, Pre-roll,Ganjanesha,CBD Hemp Indica,Medical
1659,Manitoba,4,0.85,3.4,Aja Pain Relief,2,Tincture,2020-09-01,1,35,2020,2020-08-30,Aug,2020-08-01,565129,20724, Night Time,Sun God Medicinals,Yaletown Flower Co. (CANADA),Flower
1659,Manitoba,4,2.95,11.8,Aja Pain Relief,2,Tincture,2020-03-06,6,10,2020,2020-03-01,Mar,2020-03-01,545696,82494L, Night Time,Sun God Medicinals,Yaletown Flower Co. (CANADA),Concentrates
1660,Oregon,4,3.45,13.8,Aja Pain Relief,2,Tincture,2020-12-14,14,50,2020,2020-12-13,Dec,2020-12-01,538795,21484,  Day Time,Sun God Medicinals,Yerba Buena,Flower
1015,California,4,1.25,5,Alien OG,2,Flowers,2020-12-09,9,50,2020,2020-12-06,Dec,2020-12-01,538035,21098, Pre-roll,Emeralds,MediVated,Flower
1015,California,4,3.75,15,Alien OG,2,Pre-Roll,2020-10-04,4,40,2020,2020-10-04,Oct,2020-10-01,569468,22726, Pre-roll,Emeralds,MediVated,Flower
272,Colorado,4,0.85,3.4,Amarillo G Stik,2,Flowers,2020-07-20,20,29,2020,2020-07-19,Jul,2020-07-01,560732,21787, Pre-roll,GFarma Labs,Capsylls,Medical
272,Colorado,4,3.75,15,Amarillo G Stik,2,Pre-Roll,2020-03-11,11,11,2020,2020-03-08,Mar,2020-03-01,546385,22727, Pre-roll,GFarma Labs,Capsylls,Medical
572,Michigan,4,1.65,6.6,Animal Cookies .7G,2,Flowers,2020-10-30,30,44,2020,2020-10-25,Oct,2020-10-01,573397,23103, Pre-roll,Elevate Cannabis Co.,Fregrowli,Flower
572,Michigan,4,3.95,15.8,Animal Cookies .7G,2,Flowers,2020-11-11,11,46,2020,2020-11-08,Nov,2020-11-01,575854,71477, Pre-roll,Elevate Cannabis Co.,Fregrowli,Concentrates
572,Michigan,4,0.39,1.56,Animal Cookies .7G,2,Flowers,2020-04-19,19,16,2020,2020-04-19,Apr,2020-04-01,550626,37489A, Pre-roll,Elevate Cannabis Co.,Fregrowli,Edibles
572,Michigan,4,0.85,3.4,Animal Cookies .7G,2,Pre-Roll,2020-11-27,27,48,2020,2020-11-22,Nov,2020-11-01,578849,21080, Pre-roll,Elevate Cannabis Co.,Fregrowli,Flower
572,Michigan,4,4.25,17,Animal Cookies .7G,2,Pre-Roll,2020-10-17,17,42,2020,2020-10-11,Oct,2020-10-01,571328,22376, Pre-roll,Elevate Cannabis Co.,Fregrowli,Concentrates
572,Michigan,4,1.45,5.8,Animal Cookies .7G,2,Pre-Roll,2020-06-10,10,24,2020,2020-06-07,Jun,2020-06-01,556408,22645, Pre-roll,Elevate Cannabis Co.,Fregrowli,Edibles
664,Michigan,4,9.95,39.8,Anti-Inflammatory Body Lotion,2,Topical,2020-05-13,13,20,2020,2020-05-10,May,2020-05-01,553067,72760B, Large,Sacred Herb Medicinals,Green Garden Gold,Edibles
664,Michigan,4,3.75,15,Anti-Inflammatory Body Lotion,2,Topical,2020-12-07,7,49,2020,2020-12-06,Dec,2020-12-01,537468,22113, Large,Sacred Herb Medicinals,Green Garden Gold,Medical
800,Michigan,4,12.75,51,Anti-Inflammatory Body Lotion,2,Topical,2020-07-19,19,29,2020,2020-07-19,Jul,2020-07-01,560451,22423, Small,Sacred Herb Medicinals,IceWaterOC,Concentrates
1312,Michigan,4,1.65,6.6,Apple Fruit Bar,2,Edibles,2020-09-21,21,38,2020,2020-09-20,Sep,2020-09-01,567661,22332,NA,Sweet Peace,Sana Hemp Juice (NETHERLANDS),Edibles
1312,Michigan,4,7.46,29.84,Apple Fruit Bar,2,Snack,2020-06-03,3,23,2020,2020-05-31,May,2020-05-01,555510,22751,NA,Sweet Peace,Sana Hemp Juice (NETHERLANDS),Edibles
1397,Colorado,4,1.25,5,Apricot Indica,2,Edibles,2020-02-15,15,7,2020,2020-02-09,Feb,2020-02-01,544074,21445,NA,Day Dreamers,Spherex CO2,Concentrates
1397,Colorado,4,2.08,8.32,Apricot Indica,2,Edibles,2020-07-17,17,29,2020,2020-07-12,Jul,2020-07-01,560248,23159,NA,Day Dreamers,Spherex CO2,Vape Pens
1397,Colorado,4,2.1,8.4,Apricot Indica,2,Chocolate,2020-12-01,1,48,2020,2020-11-29,Nov,2020-11-01,580103,22380,NA,Day Dreamers,Spherex CO2,Concentrates
1397,Colorado,4,1.65,6.6,Apricot Indica,2,Chocolate,2020-10-26,26,43,2020,2020-10-25,Oct,2020-10-01,572913,22736,NA,Day Dreamers,Spherex CO2,Vape Pens
733,California,4,4.95,19.8,Artisan Braided Joint,2,Flowers,2020-05-09,9,19,2020,2020-05-03,May,2020-05-01,552330,23126, Pre-roll,LetishhhaBoo,HI-NESS,Edibles
733,California,4,0.85,3.4,Artisan Braided Joint,2,Pre-Roll,2020-10-18,18,42,2020,2020-10-18,Oct,2020-10-01,571679,20723, Pre-roll,LetishhhaBoo,HI-NESS,Edibles
869,Arizona,4,3.36,13.44,Artisan Hand Rolls,2,Flowers,2020-12-03,3,49,2020,2020-11-29,Nov,2020-11-01,536876,22553, Pre-roll,LetishhhaBoo,KAYA Infusions,Concentrates
869,Arizona,4,2.08,8.32,Artisan Hand Rolls,2,Flowers,2020-09-21,21,38,2020,2020-09-20,Sep,2020-09-01,567662,23344, Pre-roll,LetishhhaBoo,KAYA Infusions,Vape Pens
869,Arizona,4,3.75,15,Artisan Hand Rolls,2,Pre-Roll,2020-08-24,24,34,2020,2020-08-23,Aug,2020-08-01,564223,84029G, Pre-roll,LetishhhaBoo,KAYA Infusions,Concentrates
869,Arizona,4,7.95,31.8,Artisan Hand Rolls,2,Pre-Roll,2020-01-07,7,1,2020,2020-01-05,Jan,2020-01-01,540471,48188, Pre-roll,LetishhhaBoo,KAYA Infusions,Vape Pens
732,California,4,0.29,1.16,Artisan Thai Stick,2,Flowers,2020-07-22,22,30,2020,2020-07-19,Jul,2020-07-01,560999,84077, Pre-roll,LetishhhaBoo,Hi-Honey,Concentrates
732,California,4,4.95,19.8,Artisan Thai Stick,2,Pre-Roll,2020-08-11,11,32,2020,2020-08-09,Aug,2020-08-01,563016,22939, Pre-roll,LetishhhaBoo,Hi-Honey,Concentrates
1048,California,4,1.25,5,Avocado Body Balm,2,Topical,2020-10-04,4,40,2020,2020-10-04,Oct,2020-10-01,569488,21124, 2oz,The Green Cross,Mosca Seeds,Flower
665,Michigan,4,4.95,19.8,Balm,2,Topical,2020-06-30,30,26,2020,2020-06-28,Jun,2020-06-01,558557,47566, Cannabis & Calendula,Awakened Topicals,Green Hope Clones,Flower
1063,California,4,6.75,27,Bash Cherry Pie,2,Flowers,2020-01-14,14,2,2020,2020-01-12,Jan,2020-01-01,541215,22795, Pre-roll,California Finest,Nana Pots,Edibles
1063,California,4,0.39,1.56,Bash Cherry Pie,2,Pre-Roll,2020-09-05,5,36,2020,2020-08-30,Aug,2020-08-01,565541,22398, Pre-roll,California Finest,Nana Pots,Edibles
213,California,4,2.46,9.84,Bash OG,2,Flowers,2020-05-17,17,20,2020,2020-05-17,May,2020-05-01,553549,75049L, Pre-roll,California Finest,CALIGOLD,Edibles
213,California,4,4.21,16.84,Bash OG,2,Pre-Roll,2020-12-09,9,50,2020,2020-12-06,Dec,2020-12-01,538153,72349b, Pre-roll,California Finest,CALIGOLD,Edibles
102,Oregon,4,0.65,2.6,Bath Bombs,2,Topical,2020-07-14,14,28,2020,2020-07-12,Jul,2020-07-01,560018,21086,NA,High Mermaid Bath &+ Body,Baked by coco,Edibles
102,Oregon,4,18,72,Bath Bombs,2,Bath,2020-06-13,13,24,2020,2020-06-07,Jun,2020-06-01,556529,POST,NA,High Mermaid Bath &+ Body,Baked by coco,Edibles
1000,Nevada,4,3.75,15,Bazooka Joe Bubble Gum Cookie,2,Flowers,2020-11-06,6,45,2020,2020-11-01,Nov,2020-11-01,574590,22727, Pre-roll,The Mega Joint,Matrix NV,Flower
1000,Nevada,4,6.95,27.8,Bazooka Joe Bubble Gum Cookie,2,Flowers,2020-12-02,2,49,2020,2020-11-29,Nov,2020-11-01,536630,82486, Pre-roll,The Mega Joint,Matrix NV,Concentrates
1000,Nevada,4,4.15,16.6,Bazooka Joe Bubble Gum Cookie,2,Flowers,2020-11-25,25,48,2020,2020-11-22,Nov,2020-11-01,578806,23075, Pre-roll,The Mega Joint,Matrix NV,Vape Pens
1000,Nevada,4,7.95,31.8,Bazooka Joe Bubble Gum Cookie,2,Pre-Roll,2020-02-17,17,7,2020,2020-02-16,Feb,2020-02-01,544301,20750, Pre-roll,The Mega Joint,Matrix NV,Flower
1000,Nevada,4,1.45,5.8,Bazooka Joe Bubble Gum Cookie,2,Pre-Roll,2020-10-30,30,44,2020,2020-10-25,Oct,2020-10-01,573340,23497, Pre-roll,The Mega Joint,Matrix NV,Concentrates
1000,Nevada,4,2.25,9,Bazooka Joe Bubble Gum Cookie,2,Pre-Roll,2020-01-24,24,4,2020,2020-01-19,Jan,2020-01-01,541985,21576, Pre-roll,The Mega Joint,Matrix NV,Vape Pens
1085,Ontario,4,3.75,15,Beef Flavor Ramen (20mg),2,Edibles,2020-08-26,26,35,2020,2020-08-23,Aug,2020-08-01,564565,22426,NA,Takai Ramen,Nikki Stikki Botanicals (CANADA),Medical
1085,Ontario,4,3.75,15,Beef Flavor Ramen (20mg),2,Snack,2020-05-08,8,19,2020,2020-05-03,May,2020-05-01,552259,23152,NA,Takai Ramen,Nikki Stikki Botanicals (CANADA),Medical
1083,California,4,4.95,19.8,Beef Flavor Ramen (50mg),2,Edibles,2020-05-31,31,22,2020,2020-05-31,May,2020-05-01,555015,47566,NA,Takai Ramen,Next Level,Edibles
1083,California,4,1.63,6.52,Beef Flavor Ramen (50mg),2,Snack,2020-06-29,29,26,2020,2020-06-28,Jun,2020-06-01,558475,84527,NA,Takai Ramen,Next Level,Edibles
1464,California,4,1.45,5.8,Belgian Dark Chocolate with Roasted Almonds KoKo Gemz,2,Edibles,2020-11-06,6,45,2020,2020-11-01,Nov,2020-11-01,574590,22567,NA,Magic Kitchen,Terphouse Inc.,Vapes
1464,California,4,4.95,19.8,Belgian Dark Chocolate with Roasted Almonds KoKo Gemz,2,Chocolate,2020-12-04,4,49,2020,2020-11-29,Nov,2020-11-01,580441,22507,NA,Magic Kitchen,Terphouse Inc.,Vapes
1454,Washington,4,6.25,25,Belgian Milk Chocolate Caramel Chewees,2,Edibles,2020-06-14,14,24,2020,2020-06-14,Jun,2020-06-01,556784,23091,NA,Magic Kitchen,T.H. Seeds,Flower
1454,Washington,4,4.21,16.84,Belgian Milk Chocolate Caramel Chewees,2,Candy,2020-01-11,11,2,2020,2020-01-05,Jan,2020-01-01,540821,21110,NA,Magic Kitchen,T.H. Seeds,Flower
1465,California,4,4.95,19.8,Belgian Milk Chocolate with Roasted Almonds KoKo Gemz,2,Edibles,2020-11-24,24,47,2020,2020-11-22,Nov,2020-11-01,578472,23245,NA,Magic Kitchen,Terra BHO,Concentrates
1465,California,4,4.95,19.8,Belgian Milk Chocolate with Roasted Almonds KoKo Gemz,2,Chocolate,2020-11-09,9,45,2020,2020-11-08,Nov,2020-11-01,575199,22939,NA,Magic Kitchen,Terra BHO,Concentrates
1466,California,4,4.95,19.8,Belgian White Chocolate with Roasted Almonds KoKo Gemz,2,Edibles,2020-11-25,25,48,2020,2020-11-22,Nov,2020-11-01,578696,23355,NA,Magic Kitchen,Terraform Genetics,Flower
1466,California,4,2.95,11.8,Belgian White Chocolate with Roasted Almonds KoKo Gemz,2,Chocolate,2020-12-08,8,49,2020,2020-12-06,Dec,2020-12-01,581334,21733,NA,Magic Kitchen,Terraform Genetics,Flower
132,California,4,8.29,33.16,Bergamot Patchouli Salve,2,Topical,2020-10-07,7,41,2020,2020-10-04,Oct,2020-10-01,570087,84997b, 2 oz.,Infinite Flower Organics,Big Daddy Edibles,Concentrates
132,California,4,4.95,19.8,Bergamot Patchouli Salve,2,Topical,2020-11-17,17,46,2020,2020-11-15,Nov,2020-11-01,576905,23424, 2 oz.,Infinite Flower Organics,Big Daddy Edibles,Edibles
132,California,4,3.95,15.8,Bergamot Patchouli Salve,2,Topical,2020-11-02,2,44,2020,2020-11-01,Nov,2020-11-01,573993,22722, 2 oz.,Infinite Flower Organics,Big Daddy Edibles,Medical
133,California,4,3.75,15,Bergamot Patchouli Salve,2,Topical,2020-11-29,29,48,2020,2020-11-29,Nov,2020-11-01,579285,22203, 1 oz.,Infinite Flower Organics,Bigfoot Genetics,Flower
133,California,4,3.75,15,Bergamot Patchouli Salve,2,Topical,2020-05-20,20,21,2020,2020-05-17,May,2020-05-01,554019,22727, 1 oz.,Infinite Flower Organics,Bigfoot Genetics,Concentrates
